FrameId	Locus	GeneSymbol	ProductName	GenbankAccession.version	Entrez	UniprotAccession	UniprotName
G18UU-22251-MONOMER	PP_5708	PP_5708	protein of unknown function	AMM03044.1	1001556026	A0A140FWR1	A0A140FWR1_PSEPK
G18UU-22250-MONOMER	PP_5707	PP_5707	conserved protein of unknown function	AMM03043.1	1001556025	A0A140FWR0	A0A140FWR0_PSEPK
G18UU-22249-MONOMER	PP_4739	PP_4739	conserved protein of unknown function	AAN70311.1	24986494	Q88DT0	Q88DT0_PSEPK
G18UU-22247-MONOMER	PP_4738	PP_4738	conserved exported protein of unknown function	AAN70310.1	24986493	Q88DT1	Q88DT1_PSEPK
G18UU-22246-MONOMER	PP_4737	dld2	D-lactate dehydrogenase	AAN70309.1	24986491	Q88DT2	Q88DT2_PSEPK
G18UU-22245-MONOMER	PP_4736	lldD	L-lactate dehydrogenase	AAN70308.1	24986490	Q88DT3	LLDD_PSEPK
G18UU-22243-MONOMER	PP_4734	pdhR	DNA-binding transcriptional dual regulator, LldR-L-lactate	AAN70306.1	24986488	Q88DT5	Q88DT5_PSEPK
G18UU-22242-MONOMER	PP_4733	smpB	SsrA-binding protein	AAN70305.1	24986487	Q88DT6	SSRP_PSEPK
G18UU-22241-MONOMER	PP_4732	PP_4732	conserved protein of unknown function	AAN70304.1	24986486	Q88DT7	Q88DT7_PSEPK
G18UU-22240-MONOMER	PP_4731	bamE	Outer membrane protein assembly factor BamE	AAN70303.1	24986485	Q88DT8	Q88DT8_PSEPK
G18UU-22239-MONOMER	PP_4730	fur	ferric iron uptake global transcriptional repressor Fur-Fe+2	AAN70302.1	24986484	Q88DT9	Q88DT9_PSEPK
G18UU-22238-MONOMER	PP_4729	recN	factor used in recombination and DNA repair	AAN70301.1	24986483	Q88DU0	Q88DU0_PSEPK
G18UU-22237-MONOMER	PP_4728	grpE	Protein GrpE	AAN70300.1	24986482	Q88DU1	GRPE_PSEPK
G18UU-22236-MONOMER	PP_4727	dnaK	Chaperone protein DnaK	AAN70299.1	24986480	Q88DU2	DNAK_PSEPK
G18UU-22235-MONOMER	PP_4726	dnaJ	Chaperone protein DnaJ	AAN70298.1	24986479	Q88DU3	DNAJ_PSEPK
G18UU-22234-MONOMER	PP_4725	dapB	4-hydroxy-tetrahydrodipicolinate reductase	AAN70297.1	24986478	Q88DU4	DAPB_PSEPK
G18UU-22231-MONOMER	PP_4724	carA	Carbamoyl-phosphate synthase small chain	AAN70296.1	24986477	Q88DU5	CARA_PSEPK
G18UU-22230-MONOMER	PP_4723	carB	Carbamoyl-phosphate synthase large chain	AAN70295.1	24986476	Q88DU6	CARB_PSEPK
G18UU-22229-MONOMER	PP_4722	greA	Transcription elongation factor GreA	AAN70294.1	24986475	Q88DU7	GREA_PSEPK
G18UU-22228-MONOMER	PP_4721	PP_4721	conserved membrane protein of unknown function	AAN70293.1	24986474	Q88DU8	Q88DU8_PSEPK
G18UU-22227-MONOMER	PP_4720	PP_4720	putative RNA binding protein	AAN70292.2	1001556024	Q88DU9	Q88DU9_PSEPK
G18UU-22226-MONOMER	PP_4719	rlmE	Ribosomal RNA large subunit methyltransferase E	AAN70291.1	24986472	Q88DV0	RLME_PSEPK
G18UU-22225-MONOMER	PP_4718	ftsH	integral membrane ATP-dependent zinc metallopeptidase	AAN70290.1	24986470	Q88DV1	Q88DV1_PSEPK
G18UU-22224-MONOMER	PP_4717	folP	dihydropteroate synthase	AAN70289.1	24986469	Q88DV2	Q88DV2_PSEPK
G18UU-22223-MONOMER	PP_4716	glmM	Phosphoglucosamine mutase	AAN70288.1	24986468	Q88DV3	GLMM_PSEPK
G18UU-22222-MONOMER	PP_4715	tpiA	triose phosphate isomerase	AAN70287.1	24986467	Q88DV4	TPIS_PSEPK
G18UU-22221-MONOMER	PP_5706	secG	Sec translocation complex - SecG subunit	AMM03042.1	1001556023	A0A140FWQ9	A0A140FWQ9_PSEPK
G18UU-22218-MONOMER	PP_4714	rimP	ribosome maturation factor	AAN70286.1	24986466	Q88DV5	RIMP_PSEPK
G18UU-22217-MONOMER	PP_4713	nusA	transcription termination/antitermination L factor	AAN70285.1	24986465	Q88DV6	Q88DV6_PSEPK
G18UU-22216-MONOMER	PP_4712	infB	Translation initiation factor IF-2	AAN70284.1	24986464	Q88DV7	IF2_PSEPK
G18UU-22215-MONOMER	PP_4711	rbfA	Ribosome-binding factor A	AAN70283.1	24986463	Q88DV8	RBFA_PSEPK
G18UU-22214-MONOMER	PP_4710	truB	tRNA pseudouridine 55 synthase	AMM03041.1	1001556022	A0A140FWQ8	A0A140FWQ8_PSEPK
G18UU-22212-MONOMER	PP_4709	rpsO	30S ribosomal subunit protein S15	AAN70282.1	24986461	Q88DV9	RS15_PSEPK
G18UU-22211-MONOMER	PP_5705	PP_5705	protein of unknown function	AMM03040.1	1001556021	A0A140FWQ7	A0A140FWQ7_PSEPK
G18UU-22210-MONOMER	PP_4708	pnp	Polyribonucleotide nucleotidyltransferase	AAN70281.1	24986460	Q88DW0	PNP_PSEPK
G18UU-22209-MONOMER	PP_4707	PP_4707	OsmY-related protein	AAN70280.1	24986459	Q88DW1	Q88DW1_PSEPK
G18UU-22208-MONOMER	PP_4706	PP_4706	conserved protein of unknown function	AAN70279.1	24986458	Q88DW2	Q88DW2_PSEPK
G18UU-22207-MONOMER	PP_4705	PP_4705	Glyoxalase	AAN70278.1	24986457	Q88DW3	Q88DW3_PSEPK
G18UU-22206-MONOMER	PP_4704	PP_4704	conserved protein of unknown function	AAN70277.1	24986456	Q88DW4	Q88DW4_PSEPK
G18UU-22205-MONOMER	PP_4703	PP_4703	conserved protein of unknown function	AAN70276.1	24986455	Q88DW5	Q88DW5_PSEPK
G18UU-22204-MONOMER	PP_4702	acsA-II	acetyl-CoA synthetase	AAN70275.1	24986454	Q88DW6	ACSA2_PSEPK
G18UU-22203-MONOMER	PP_4701	pgi-II	glucose-6-phosphate isomerase	AAN70274.1	24986452	Q88DW7	G6PI2_PSEPK
G18UU-22202-MONOMER	PP_4700	panC	pantothenate synthetase	AAN70273.1	24986451	Q88DW8	PANC_PSEPK
G18UU-22201-MONOMER	PP_4699	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	AAN70272.1	24986450	Q88DW9	PANB_PSEPK
G18UU-22200-MONOMER	PP_4698	folK	6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase	AAN70271.1	24986449	Q88DX0	Q88DX0_PSEPK
G18UU-22199-MONOMER	PP_4697	pcnB	poly(A) polymerase	AAN70270.1	24986448	Q88DX1	Q88DX1_PSEPK
G18UU-22197-MONOMER	PP_4696	PP_4696	Nitrogen regulation protein NR(I)	AAN70269.1	24986447	Q88DX2	Q88DX2_PSEPK
G18UU-22196-MONOMER	PP_4695	PP_4695	Sensory box histidine kinase	AAN70268.1	24986446	Q88DX3	Q88DX3_PSEPK
G18UU-22195-MONOMER	PP_5704	PP_5704	conserved protein of unknown function	AMM03039.1	1001556020	A0A140FWQ6	A0A140FWQ6_PSEPK
G18UU-22194-MONOMER	PP_4694	gluQ	Glutamyl-Q tRNA(Asp) synthetase	AAN70267.1	24986444	Q88DX4	GLUQ_PSEPK
G18UU-22193-MONOMER	PP_4693	dksA	RNA polymerase-binding transcription factor DksA	AAN70266.1	24986443	Q88DX5	Q88DX5_PSEPK
G18UU-22192-MONOMER	PP_4692	PP_4692	putative aspartate/tyrosine/aromatic aminotransferase	AAN70265.1	24986442	Q88DX6	Q88DX6_PSEPK
G18UU-22191-MONOMER	PP_4691	sfsA	sugar fermentation stimulation protein A	AAN70264.1	24986441	Q88DX7	SFSA_PSEPK
G18UU-22190-MONOMER	PP_4690	PP_4690	Rieske 2Fe-2S family protein	AAN70263.1	24986440	Q88DX8	Q88DX8_PSEPK
G18UU-22186-MONOMER	PP_4686	PP_4686	putative lipoprotein	AAN70259.1	24986436	Q88DY2	Q88DY2_PSEPK
G18UU-22184-MONOMER	PP_4685	PP_4685	conserved protein of unknown function	AAN70258.1	24986435	Q88DY3	Q88DY3_PSEPK
G18UU-22183-MONOMER	PP_4684	PP_4684	conserved protein of unknown function with kinase-like domain	AAN70257.2	1001556019	Q88DY4	Q88DY4_PSEPK
G18UU-22182-MONOMER	PP_4683	mrcB	transglycosylase/transpeptidase	AAN70256.1	24986432	Q88DY5	Q88DY5_PSEPK
G18UU-22181-MONOMER	PP_4682	PP_4682	conserved protein of unknown function containing tetratricopeptide repeat domain	AAN70255.1	24986431	Q88DY6	Q88DY6_PSEPK
G18UU-22180-MONOMER	PP_4681	PP_4681	conserved protein of unknown function	AAN70254.1	24986430	Q88DY7	Q88DY7_PSEPK
G18UU-22179-MONOMER	PP_4680	ilvI	acetohydroxybutanoate synthase / acetolactate synthase	AAN70253.1	24986429	Q88DY8	Q88DY8_PSEPK
G18UU-22178-MONOMER	PP_4679	ilvH	acetohydroxybutanoate synthase / acetolactate synthase	AAN70252.1	24986428	Q88DY9	Q88DY9_PSEPK
G18UU-22177-MONOMER	PP_4678	ilvC	Ketol-acid reductoisomerase	AAN70251.1	24986427	Q88DZ0	ILVC_PSEPK
G18UU-22176-MONOMER	PP_4677	PP_4677	CDP-diacylglycerol--serine O-phosphatidyltransferase	AAN70250.1	24986426	Q88DZ1	Q88DZ1_PSEPK
G18UU-22175-MONOMER	PP_4676	msrP	methionine sulfoxide reductase catalytic subunit	AAN70249.1	24986425	Q88DZ2	MSRP_PSEPK
G18UU-22174-MONOMER	PP_4675	msrQ	methionine sulfoxide reductase heme-binding subunit	AAN70248.1	24986424	Q88DZ3	MSRQ_PSEPK
G18UU-22168-MONOMER	PP_4674	recC	ATP-dependent DNA helicase and dsDNA/ssDNA exonuclease, ssDNA endonuclease, recombinase subunit	AAN70247.1	24986422	Q88DZ4	Q88DZ4_PSEPK
G18UU-22167-MONOMER	PP_4673	recB	Chi activated ATP-dependent DNA helicase and dsDNA/ssDNA exonuclease	AAN70246.1	24986421	Q88DZ5	Q88DZ5_PSEPK
G18UU-22166-MONOMER	PP_4672	recD	ATP-dependent DNA helicase and dsDNA/ssDNA exonuclease, ssDNA endonuclease	AAN70245.1	24986420	Q88DZ6	Q88DZ6_PSEPK
G18UU-22165-MONOMER	PP_4671	PP_4671	conserved exported protein of unknown function	AAN70244.1	24986418	Q88DZ7	Q88DZ7_PSEPK
G18UU-22164-MONOMER	PP_4670	TpbB	diguanylate cyclase	AAN70243.1	24986417	Q88DZ8	Q88DZ8_PSEPK
G18UU-22163-MONOMER	PP_4669	PP_4669	OmpA family protein	AAN70242.1	24986416	Q88DZ9	Q88DZ9_PSEPK
G18UU-22162-MONOMER	PP_4668	PP_4668	Transcriptional regulator, LysR family	AAN70241.1	24986415	Q88E00	Q88E00_PSEPK
G18UU-22161-MONOMER	PP_4667	mmsA-II	methylmalonate-semialdehyde dehydrogenase	AAN70240.1	24986414	Q88E01	Q88E01_PSEPK
G18UU-22160-MONOMER	PP_4666	mmsB	3-hydroxyisobutyrate dehydrogenase	AAN70239.1	24986413	Q88E02	Q88E02_PSEPK
G18UU-22159-MONOMER	PP_4665	PP_4665	conserved protein of unknown function	AAN70238.1	24986412	Q88E03	Q88E03_PSEPK
G18UU-22158-MONOMER	PP_4664	PP_4664	Transcriptional regulator, LysR family	AAN70237.1	24986411	Q88E04	Q88E04_PSEPK
G18UU-22157-MONOMER	PP_4663	PP_4663	conserved transmembrane protein of unknown function	AAN70236.1	24986410	Q88E05	Q88E05_PSEPK
G18UU-22156-MONOMER	PP_4662	PP_4662	conserved protein of unknown function	AAN70235.1	24986409	Q88E06	Q88E06_PSEPK
G18UU-22155-MONOMER	PP_4661	mdaB	modulator of drug activity B	AAN70234.1	24986408	Q88E07	Q88E07_PSEPK
G18UU-22154-MONOMER	PP_4660	PP_4660	Transcriptional regulator, LysR family	AAN70233.1	24986407	Q88E08	Q88E08_PSEPK
G18UU-22153-MONOMER	PP_4659	ggt	gamma-glutamyltranspeptidase	AAN70232.1	24986405	Q88E09	Q88E09_PSEPK
G18UU-22152-MONOMER	PP_4658	PP_4658	putative methyl-accepting chemotaxis protein	AAN70231.1	24986404	Q88E10	MCPS_PSEPK
G18UU-22151-MONOMER	PP_4657	ypfJ	zinc metalloprotease	AAN70230.1	24986403	Q88E11	Q88E11_PSEPK
G18UU-22150-MONOMER	PP_4656	pcaH	protocatechuate 3,4-dioxygenase beta chain	AAN70229.1	24986402	Q88E12	Q88E12_PSEPK
G18UU-22149-MONOMER	PP_4655	pcaG	protocatechuate 3,4-dioxygenase alpha chain	AAN70228.1	24986401	Q88E13	Q88E13_PSEPK
G18UU-22148-MONOMER	PP_4654	trmA	tRNA/tmRNA (uracil-C(5))-methyltransferase	AAN70227.1	24986400	Q88E14	TRMA_PSEPK
G18UU-22147-MONOMER	PP_4653	purP	adenine:H+ symporter	AAN70226.1	24986399	Q88E15	Q88E15_PSEPK
G18UU-22146-MONOMER	PP_4652	PP_4652	putative Membrane protein	AAN70225.1	24986398	Q88E16	Q88E16_PSEPK
G18UU-22145-MONOMER	PP_4651	cioA	Ubiquinol oxidase subunit I, cyanide insensitive	AAN70224.1	24986396	Q88E17	Q88E17_PSEPK
G18UU-22144-MONOMER	PP_4650	cioB	Ubiquinol oxidase subunit II, cyanide insensitive	AAN70223.1	24986395	Q88E18	Q88E18_PSEPK
G18UU-22143-MONOMER	PP_4649	PP_4649	conserved protein of unknown function	AAN70222.1	24986394	Q88E19	Q88E19_PSEPK
G18UU-22142-MONOMER	PP_4648	rlmG	Ribosomal RNA large subunit methyltransferase G	AAN70221.1	24986393	Q88E20	RLMG_PSEPK
G18UU-22141-MONOMER	PP_4647	PP_4647	transcriptional regulator, LuxR family	AAN70220.2	1001556018	Q88E21	Q88E21_PSEPK
G18UU-22140-MONOMER	PP_4646	fpr-II	ferredoxin--NADP(+) reductase	AAN70219.1	24986391	Q88E22	Q88E22_PSEPK
G18UU-22139-MONOMER	PP_4645	mscL	Large-conductance mechanosensitive channel	AAN70218.1	24986390	Q88E23	MSCL_PSEPK
G18UU-22138-MONOMER	PP_4644	radA	DNA repair enzyme	AAN70217.1	24986389	Q88E24	Q88E24_PSEPK
G18UU-22136-MONOMER	PP_4642	PP_4642	Cyclic diguanosine monophosphate-binding protein	AAN70215.1	24986387	Q88E26	Q88E26_PSEPK
G18UU-22135-MONOMER	PP_4641	yjiY	putative transporter	AAN70214.1	24986385	Q88E27	Q88E27_PSEPK
G18UU-22134-MONOMER	PP_4640	PP_4640	conserved protein of unknown function	AAN70213.1	24986384	Q88E28	Q88E28_PSEPK
G18UU-22133-MONOMER	PP_4639	zinU	P-loop guanosine triphosphatase-dependent zinc chaperone	AAN70212.1	24986383	Q88E29	Q88E29_PSEPK
G18UU-22132-MONOMER	PP_4638	PP_4638	Methylenetetrahydrofolate reductase	AAN70211.1	24986382	Q88E30	Q88E30_PSEPK
G18UU-22131-MONOMER	PP_4637	PP_4637	5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase family protein	AAN70210.1	24986381	Q88E31	Q88E31_PSEPK
G18UU-22130-MONOMER	PP_4636	yqeF	acetyl-CoA acetyltransferase	AAN70209.1	24986380	Q88E32	Q88E32_PSEPK
G18UU-22129-MONOMER	PP_4635	PP_4635	trans-2-enoyl-CoA reductase (NAD(+))	AAN70208.1	24986379	Q88E33	FABV_PSEPK
G18UU-22128-MONOMER	PP_4634	PP_4634	putative hydrolase, alpha/beta fold family	AAN70207.2	1001556017	Q88E34	Q88E34_PSEPK
G18UU-22127-MONOMER	PP_5703	PP_5703	putative type 3 effector HopPmaJ	AMM03038.1	1001556016	A0A140FWQ5	A0A140FWQ5_PSEPK
G18UU-22126-MONOMER	PP_4633	PP_4633	conserved protein of unknown function, DUF1244 family	AAN70206.1	24986377	Q88E35	Q88E35_PSEPK
G18UU-22125-MONOMER	PP_4632	folM	dihydrofolate reductase / dihydromonapterin reductase	AAN70205.1	24986376	Q88E36	Q88E36_PSEPK
G18UU-22124-MONOMER	PP_4631	PP_4631	conserved protein of unknown function	AAN70204.1	24986375	Q88E37	Q88E37_PSEPK
G18UU-22123-MONOMER	PP_4630	PP_4630	Transcriptional regulator, MerR family	AAN70203.1	24986373	Q88E38	Q88E38_PSEPK
G18UU-22122-MONOMER	PP_5702	PP_5702	conserved protein of unknown function	AMM03037.1	1001556015	A0A140FWQ4	A0A140FWQ4_PSEPK
G18UU-22121-MONOMER	PP_4629	PP_4629	Sensory box protein	AAN70202.1	24986372	Q88E39	Q88E39_PSEPK
G18UU-22120-MONOMER	PP_4628	PP_4628	conserved protein of unknown function	AAN70201.1	24986371	Q88E40	Q88E40_PSEPK
G18UU-22119-MONOMER	PP_4627	cidR	transcriptional regulator, LysR family	AAN70200.1	24986370	Q88E41	Q88E41_PSEPK
G18UU-22118-MONOMER	PP_4626	cidA	holin regulator of murein hydrolases	AAN70199.1	24986369	Q88E42	Q88E42_PSEPK
G18UU-22117-MONOMER	PP_4625	cidB	anti-holin regulator of holin CidA	AAN70198.1	24986368	Q88E43	Q88E43_PSEPK
G18UU-22116-MONOMER	PP_4624	PP_4624	putative hydrolase, alpha/beta fold family	AAN70197.2	1001556014	Q88E44	Q88E44_PSEPK
G18UU-22115-MONOMER	PP_4623	PP_4623	conserved protein of unknown function	AAN70196.1	24986366	Q88E45	Q88E45_PSEPK
G18UU-22114-MONOMER	PP_4622	hmgR	Hmg transcriptional repressor	AAN70195.1	24986365	Q88E46	Q88E46_PSEPK
G18UU-22113-MONOMER	PP_4621	hmgA	Homogentisate 1,2-dioxygenase	AAN70194.1	24986363	Q88E47	HGD_PSEPK
G18UU-22112-MONOMER	PP_4620	hmgB	Fumarylacetoacetase	AAN70193.1	24986362	Q88E48	Q88E48_PSEPK
G18UU-22111-MONOMER	PP_4619	hmgC	Maleylacetoacetate isomerase	AAN70192.1	24986361	Q88E49	Q88E49_PSEPK
G18UU-22110-MONOMER	PP_4618	PP_4618	conserved protein of unknown function	AAN70191.1	24986360	Q88E50	Q88E50_PSEPK
G18UU-22109-MONOMER	PP_4617	ldh	leucine dehydrogenase	AAN70190.1	24986359	Q88E51	Q88E51_PSEPK
G18UU-22108-MONOMER	PP_4616	PP_4616	conserved protein of unknown function	AAN70189.1	24986358	Q88E52	Q88E52_PSEPK
G18UU-22107-MONOMER	PP_5701	PP_5701	conserved protein of unknown function	AMM03036.1	1001556013	A0A140FWQ3	A0A140FWQ3_PSEPK
G18UU-22106-MONOMER	PP_4615	PP_4615	conserved membrane protein of unknown function	AAN70188.1	24986357	Q88E53	Q88E53_PSEPK
G18UU-22105-MONOMER	PP_4614	PP_4614	conserved protein of unknown function	AAN70187.1	24986356	Q88E54	Q88E54_PSEPK
G18UU-22104-MONOMER	PP_5700	PP_5700	conserved protein of unknown function	AMM03035.1	1001556012	A0A140FWQ2	A0A140FWQ2_PSEPK
G18UU-22103-MONOMER	PP_4613	fecA	outer membrane ferric citrate porin	AAN70186.1	24986355	Q88E55	Q88E55_PSEPK
G18UU-22102-MONOMER	PP_4612	PP_4612	putative FecR protein	AAN70185.1	24986354	Q88E56	Q88E56_PSEPK
G18UU-22101-MONOMER	PP_4611	PP_4611	RNA polymerase sigma-70 factor, ECF subfamily	AAN70184.1	24986353	Q88E57	Q88E57_PSEPK
G18UU-22099-MONOMER	PP_4610	PP_4610	conserved protein of unknown function containing PepSY-associated TM helix domain	AAN70183.2	1001556010	Q88E58	Q88E58_PSEPK
G18UU-22098-MONOMER	PP_4609	PP_4609	conserved membrane protein of unknown function	AAN70182.1	24986350	Q88E59	Q88E59_PSEPK
G18UU-22097-MONOMER	PP_4608	PP_4608	RNA polymerase sigma-70 factor, ECF subfamily	AAN70181.1	24986349	Q88E60	Q88E60_PSEPK
G18UU-22096-MONOMER	PP_4607	PP_4607	putative Transmembrane sensor	AAN70180.1	24986348	Q88E61	Q88E61_PSEPK
G18UU-22095-MONOMER	PP_4606	PP_4606	putative Outer membrane ferric siderophore receptor	AAN70179.1	24986347	Q88E62	Q88E62_PSEPK
G18UU-22094-MONOMER	PP_4605	PP_4605	Transcriptional regulator, AraC family	AAN70178.1	24986346	Q88E63	Q88E63_PSEPK
G18UU-22093-MONOMER	PP_4604	PP_4604	putative permease of the drug/metabolite transporter (DMT) superfamily	AAN70177.1	24986345	Q88E64	Q88E64_PSEPK
G18UU-22092-MONOMER	PP_4603	PP_4603	transposase	AAN70176.1	24986344	Q877U3	Q877U3_PSEPK
G18UU-22091-MONOMER	PP_4602	PP_4602	Transcriptional regulator, AraC family	AAN70175.1	24986342	Q88E65	Q88E65_PSEPK
G18UU-22090-MONOMER	PP_4601	PP_4601	Transcriptional regulator, LysR family	AAN70174.1	24986341	Q88E66	Q88E66_PSEPK
G18UU-22089-MONOMER	PP_4600	moaB-II	molybdenum cofactor biosynthesis protein B	AAN70173.1	24986340	Q88E67	Q88E67_PSEPK
G18UU-22088-MONOMER	PP_4599	PP_4599	transposase	AAN70172.1	24986339	Q877S7	Q877S7_PSEPK
G18UU-22087-MONOMER	PP_4598	PP_4598	conserved membrane protein of unknown function	AAN70171.1	24986338	Q88E68	Q88E68_PSEPK
G18UU-22086-MONOMER	PP_4597	moaA	Cyclic pyranopterin monophosphate synthase	AAN70170.1	24986337	Q88E69	MOAA_PSEPK
G18UU-22085-MONOMER	PP_4596	PP_4596	putative oxidoreductase	AAN70169.1	24986336	Q88E70	Q88E70_PSEPK
G18UU-22084-MONOMER	PP_4595	ybaO	putative LRP-like transcriptional regulator	AAN70168.1	24986335	Q88E71	Q88E71_PSEPK
G18UU-22083-MONOMER	PP_4594	PP_4594	putative Cystathionine gamma-synthase	AAN70167.1	24986334	Q88E72	Q88E72_PSEPK
G18UU-22082-MONOMER	PP_4593	PP_4593	conserved protein of unknown function	AAN70166.1	24986333	Q88E73	Q88E73_PSEPK
G18UU-22081-MONOMER	PP_4592	PP_4592	putative metal dependent hydrolase	AAN70165.1	24986331	Q88E74	Q88E74_PSEPK
G18UU-22080-MONOMER	PP_4591	rnd	Ribonuclease D	AAN70164.1	24986330	Q88E75	Q88E75_PSEPK
G18UU-22079-MONOMER	PP_4590	ycgL	conserved protein of unknown function	AAN70163.1	24986329	Q88E76	Y4590_PSEPK
G18UU-22078-MONOMER	PP_4589	PP_4589	D-isomer specific 2-hydroxyacid dehydrogenase family protein	AAN70162.1	24986328	Q88E77	Q88E77_PSEPK
G18UU-22077-MONOMER	PP_4588	PP_4588	putative oxidoreductase (nitroreductase family)	AAN70161.1	24986327	Q88E78	Q88E78_PSEPK
G18UU-22076-MONOMER	PP_4587	PP_4587	conserved protein of unknown function	AAN70160.2	1001556009	Q88E79	Y4587_PSEPK
G18UU-22075-MONOMER	PP_4586	PP_4586	conserved exported protein of unknown function	AAN70159.1	24986325	Q88E80	Q88E80_PSEPK
G18UU-22074-MONOMER	PP_4585	PP_4585	RNA methyltransferase, TrmH family	AAN70158.1	24986324	Q88E81	Q88E81_PSEPK
G18UU-22073-MONOMER	PP_4584	yajD	putative endonuclease	AAN70157.1	24986323	Q88E82	Q88E82_PSEPK
G18UU-22072-MONOMER	PP_4583	PP_4583	putative Peptidase	AAN70156.1	24986322	Q88E83	Q88E83_PSEPK
G18UU-22071-MONOMER	PP_4582	PP_4582	conserved membrane protein of unknown function	AAN70155.1	24986320	Q88E84	Q88E84_PSEPK
G18UU-22070-MONOMER	PP_4581	yafJ	putative amidotransferase	AAN70154.1	24986319	Q88E85	Q88E85_PSEPK
G18UU-22069-MONOMER	PP_4580	PP_4580	conserved protein of unknown function	AAN70153.1	24986318	Q88E86	Q88E86_PSEPK
G18UU-22068-MONOMER	PP_4579	PP_4579	Transcriptional regulator, LysR family	AAN70152.1	24986317	Q88E87	Q88E87_PSEPK
G18UU-22067-MONOMER	PP_4578	PP_4578	Major facilitator family transporter	AAN70151.1	24986316	Q88E88	Q88E88_PSEPK
G18UU-22066-MONOMER	PP_4577	PP_4577	UPF0271 protein PP_4577	AAN70150.1	24986315	Q88E89	Y4577_PSEPK
G18UU-22065-MONOMER	PP_4576	ybgJ	allophanate hydrolase subunit	AAN70149.1	24986314	Q88E90	Q88E90_PSEPK
G18UU-22064-MONOMER	PP_4575	PP_4575	Urea amidolyase-related protein	AAN70148.1	24986313	Q88E91	Q88E91_PSEPK
G18UU-22063-MONOMER	PP_4574	PP_4574	conserved protein of unknown function	AAN70147.1	24986312	Q88E92	Q88E92_PSEPK
G18UU-22062-MONOMER	PP_4573	PP_4573	ATPase, AAA family	AAN70146.1	24986311	Q88E93	Q88E93_PSEPK
G18UU-22061-MONOMER	PP_4572	PP_4572	conserved exported protein of unknown function	AAN70145.1	24986310	Q88E94	Q88E94_PSEPK
G18UU-22060-MONOMER	PP_4571	cysK	cysteine synthase A	AAN70144.1	24986309	Q88E95	Q88E95_PSEPK
G18UU-22059-MONOMER	PP_4570	PP_4570	conserved protein of unknown function	AAN70143.1	24986307	Q88E96	Q88E96_PSEPK
G18UU-22058-MONOMER	PP_4569	PP_4569	conserved protein of unknown function	AAN70142.1	24986306	Q88E97	Q88E97_PSEPK
G18UU-22057-MONOMER	PP_4568	PP_4568	putative metabolite efflux pump	AAN70141.1	24986305	Q88E98	Q88E98_PSEPK
G18UU-22056-MONOMER	PP_4567	PP_4567	conserved protein of unknown function	AAN70140.1	24986304	Q88E99	Q88E99_PSEPK
G18UU-22055-MONOMER	PP_4566	PP_4566	putative drug/metabolite transporter	AAN70139.1	24986303	Q88EA0	Q88EA0_PSEPK
G18UU-22054-MONOMER	PP_4565	aceK	Isocitrate dehydrogenase kinase/phosphatase	AAN70138.1	24986302	Q88EA1	ACEK_PSEPK
G18UU-22053-MONOMER	PP_4564	PP_4564	putative Lipoprotein	AAN70137.1	24986301	Q88EA2	Q88EA2_PSEPK
G18UU-22052-MONOMER	PP_4563	PP_4563	conserved protein of unknown function	AAN70136.1	24986300	Q88EA3	Q88EA3_PSEPK
G18UU-22051-MONOMER	PP_4562	PP_4562	conserved protein of unknown function	AAN70135.1	24986299	Q88EA4	Q88EA4_PSEPK
G18UU-22050-MONOMER	PP_4561	csbD	stress response protein	AAN70134.1	24986298	Q88EA5	Y4561_PSEPK
G18UU-22049-MONOMER	PP_4560	PP_4560	putative Ribonuclease BN	AAN70133.1	24986297	Q88EA6	Q88EA6_PSEPK
G18UU-22048-MONOMER	PP_4559	def-II	peptide deformylase	AAN70132.1	24986296	Q88EA7	DEF2_PSEPK
G18UU-22047-MONOMER	PP_4558	PP_4558	Acetyltransferase, GNAT family	AAN70131.1	24986295	Q88EA8	Q88EA8_PSEPK
G18UU-22046-MONOMER	PP_4557	PP_4557	conserved exported protein of unknown function	AAN70130.1	24986294	Q88EA9	Q88EA9_PSEPK
G18UU-22045-MONOMER	PP_4556	PP_4556	conserved protein of unknown function	AAN70129.1	24986292	Q88EB0	Q88EB0_PSEPK
G18UU-22044-MONOMER	PP_4555	PP_4555	conserved protein of unknown function	AAN70128.1	24986291	Q88EB1	Q88EB1_PSEPK
G18UU-22043-MONOMER	PP_4554	PP_4554	conserved protein of unknown function	AAN70127.1	24986290	Q88EB2	Q88EB2_PSEPK
G18UU-22042-MONOMER	PP_4553	PP_4553	RNA polymerase sigma-70 factor, ECF subfamily	AAN70126.1	24986289	Q88EB3	Q88EB3_PSEPK
G18UU-22041-MONOMER	PP_4552	PP_4552	putative conserved enzyme of unknown function	AAN70125.1	24986288	Q88EB4	Q88EB4_PSEPK
G18UU-22040-MONOMER	PP_4551	PP_4551	Hydrolase, alpha/beta fold family	AAN70124.1	24986287	Q88EB5	Q88EB5_PSEPK
G18UU-22039-MONOMER	PP_4550	fadD-II	long-chain-fatty-acid/CoA ligase	AAN70123.1	24986286	Q88EB6	Q88EB6_PSEPK
